                contig
1    contig-3899000133
2   contig-10911000009
3   contig-10338000003
4   contig-10745000152
5    contig-1026000137
6    contig-3394000128
7    contig-2539000114
8    contig-1338000046
9    contig-8572000041
10   contig-2725000146
11   contig-9582000059
12  contig-10996000121
13   contig-9708000070
14   contig-7208000060
15   contig-1668000135
16   contig-6862000112
17   contig-7420000131
18   contig-2631000042
19  contig-12813000060
20   contig-8695000072
21   contig-8282000069
22  contig-10636000136
23   contig-6061000016
24   contig-8701000088
25  contig-10234000119
26   contig-9687000145
27  contig-12020000108
28  contig-10109000103
29  contig-12759000159
30   contig-5795000106
31   contig-2380000093
32   contig-2518000151
33    contig-250000141
34   contig-1564000139
35   contig-1315000095
36     contig-20000139
37    contig-350000011
38  contig-10703000079
39   contig-1018000046
40   contig-6176000087
41     contig-98000137
42   contig-8998000121
43   contig-2128000083
44   contig-7546000064
45   contig-5541000136
46    contig-396000059
47     contig-95000095
48   contig-7806000047
49   contig-6038000054
50  contig-13120000157
51   contig-4549000005
52   contig-7260000050
53  contig-11851000014
54   contig-3721000086
55  contig-10635000072
56   contig-8413000095
57  contig-12778000124
58   contig-3173000077
59   contig-6923000040
60   contig-9861000059
61   contig-8553000001
62   contig-8112000156
63  contig-10601000039
64   contig-8165000083
65   contig-2409000042
66   contig-1341000042
67   contig-7195000143
68   contig-1512000030
69   contig-8240000093
70   contig-6294000013
71  contig-10501000017
72   contig-8050000021
73   contig-9054000067
74   contig-6441000008
75   contig-5427000108
76   contig-7674000157
77   contig-1837000128
78   contig-6912000119
79  contig-11377000129
80  contig-11098000145
81  contig-13198000110
82  contig-10068000155
83   contig-9509000034
84  contig-11141000044
85    contig-686000131
86  contig-11261000009
87  contig-11956000137
88   contig-7833000032
89   contig-6280000102
90  contig-13134000048
91   contig-6308000149
92  contig-11159000004
93   contig-4054000126
94   contig-2949000148
95  contig-10137000130
96    contig-333000085
97   contig-2817000086
98  contig-12848000147
99   contig-1649000153
100   contig-607000024
101  contig-3435000106
102  contig-8415000153
103 contig-12883000062
104 contig-12197000083
105  contig-9403000038
106  contig-2317000023
107  contig-2301000152
108  contig-4456000057
109  contig-3888000091
110  contig-3985000060
111 contig-13242000129
112  contig-6776000046
113 contig-13159000139
114  contig-9990000097
115  contig-5054000029
116  contig-9321000126
117 contig-11135000107
118  contig-5639000025
119  contig-9983000089
120  contig-1313000097
121  contig-6039000097
122  contig-5904000145
123  contig-6343000047
124  contig-8652000009
125 contig-12976000133
126  contig-4641000115
127 contig-12269000112
128 contig-11673000007
129 contig-11751000072
130  contig-3777000070
131  contig-9171000073
132 contig-11391000151
133 contig-10754000120
134  contig-8569000032
135  contig-5777000134
136 contig-11533000005
137 contig-13244000086
138    contig-66000108
139  contig-1596000126
140  contig-1998000086
141  contig-7673000067
142  contig-9850000134
143 contig-10320000068
144  contig-3708000066
145 contig-10798000049
146  contig-3634000154
147  contig-8339000020
148 contig-10676000157
149  contig-3237000105
150  contig-2669000084
151  contig-3363000025
152  contig-2571000103
153  contig-4405000036
154  contig-7278000151
155   contig-209000097
156  contig-5986000150
157  contig-9041000123
158 contig-11999000070
159  contig-6998000120
160  contig-5242000064
161  contig-9920000106
162  contig-8324000021
163   contig-193000055
164  contig-8956000110
165 contig-12547000132
166 contig-10972000105
167  contig-9240000129
168  contig-3692000074
169   contig-374000087
170 contig-11664000041
171 contig-11837000124
172  contig-1620000148
173 contig-12433000129
174 contig-11874000053
175 contig-11921000023
176  contig-5888000104
177  contig-4178000148
178  contig-8278000151
179  contig-6453000111
180  contig-2970000069
181  contig-7219000154
182  contig-2631000093
183 contig-10381000132
184  contig-9545000070
185  contig-2528000036
186  contig-8984000050
187 contig-12176000067
188 contig-11817000061
189  contig-6323000135
190 contig-10938000069
191  contig-3162000142
192 contig-12189000065
193 contig-10788000056
194  contig-6169000106
195  contig-7766000043
196  contig-9402000103
197  contig-1507000126
198 contig-13053000127
199 contig-12689000075
200  contig-7707000032
201 contig-11314000015
202  contig-5445000099
203  contig-9151000080
204  contig-5855000056
205  contig-5946000045
206  contig-3948000099
207 contig-12366000056
208  contig-1207000054
209  contig-7736000026
210  contig-5920000090
211  contig-2781000000
212  contig-1330000128
213 contig-11329000044
214 contig-11552000019
215 contig-12505000021
216   contig-172000108
217 contig-11261000070
218  contig-8386000158
219   contig-721000041
220   contig-443000022
221 contig-13078000102
222  contig-2139000040
223  contig-8912000051
224  contig-1681000073
225  contig-5569000050
226  contig-5810000059
227  contig-4355000035
228  contig-5868000131
229 contig-11783000131
230  contig-8849000009
231  contig-3653000000
232 contig-10198000101
233 contig-10908000132
234  contig-5469000042
235 contig-11877000046
236  contig-8810000033
237  contig-7971000141
238  contig-5819000131
239  contig-2155000030
240  contig-9057000027
241  contig-5098000092
242  contig-5566000030
243   contig-389000010
244  contig-1365000113
245  contig-7101000095
246  contig-3760000142
247  contig-4772000129
248 contig-11788000001
249  contig-5575000137
250 contig-10714000050
251  contig-2483000047
252  contig-6177000023
253  contig-9337000063
254  contig-9629000091
255  contig-2524000150
256  contig-2811000143
257 contig-12267000129
258 contig-11009000032
259  contig-9923000033
260  contig-3857000063
261  contig-9477000048
262  contig-5935000066
263 contig-11964000136
264  contig-1341000104
265  contig-1635000102
266  contig-4492000083
267 contig-12071000028
268  contig-1380000096
269  contig-6837000037
270 contig-11392000105
271  contig-9119000051
272  contig-1743000152
273 contig-10018000110
274  contig-6340000025
275  contig-4137000050
276  contig-3235000083
277  contig-7468000103
278  contig-2890000115
279  contig-1922000115
280  contig-5281000052
281  contig-2690000127
282 contig-12833000014
283 contig-11557000029
284 contig-11830000153
285 contig-12100000034
286  contig-6711000133
287  contig-8821000051
288  contig-9676000083
289  contig-8641000025
290  contig-3421000007
291   contig-629000146
292  contig-5443000006
293  contig-7114000111
294  contig-8464000039
295 contig-10803000101
296  contig-3109000039
297  contig-5775000113
298  contig-1847000006
299  contig-9137000079
300 contig-10635000136
301  contig-8600000088
302 contig-10145000005
303 contig-12914000064
304  contig-9424000144
305  contig-4021000062
306 contig-12834000115
307  contig-8908000089
308 contig-12219000026
309  contig-2929000107
310 contig-10342000040
311  contig-6988000066
312 contig-12420000095
313 contig-12062000148
314  contig-6581000159
315  contig-8970000064
316 contig-10862000024
317 contig-11291000027
318  contig-8407000131
319  contig-1217000140
320  contig-9060000117
321 contig-11347000127
322 contig-12709000080
323   contig-182000055
324 contig-11005000120
325 contig-11530000037
326  contig-9352000072
327 contig-12094000157
328   contig-804000017
329  contig-1529000013
330  contig-1509000002
331  contig-2310000050
332  contig-9552000119
333  contig-9121000054
334   contig-922000059
335  contig-1960000157
336 contig-11551000119
337  contig-5844000058
338  contig-2482000130
339  contig-8339000117
340 contig-10295000026
341  contig-2157000150
342  contig-4140000090
343 contig-11149000021
344 contig-12500000103
345 contig-10408000157
346  contig-6877000091
347 contig-10181000068
348  contig-5557000052
349 contig-11567000046
350  contig-4057000150
351  contig-5958000094
352  contig-5886000081
353  contig-6313000016
354  contig-8755000048
355 contig-10268000102
356  contig-3793000024
357  contig-2619000093
358 contig-12037000129
359 contig-11995000054
360  contig-5952000087
361  contig-7714000046
362   contig-222000117
363  contig-8787000120
364 contig-12937000061
365 contig-10203000086
366  contig-1443000063
367  contig-6390000022
368  contig-7817000073
369  contig-9732000070
370  contig-9719000029
371  contig-4263000152
372 contig-12340000158
373  contig-1807000128
374  contig-7058000000
375  contig-1515000005
376  contig-3998000022
377  contig-2990000012
378  contig-6965000019
379 contig-10800000092
380  contig-2814000028
381  contig-9914000059
382  contig-3673000087
383  contig-6290000108
384  contig-3475000134
385  contig-7719000106
386  contig-1067000100
387  contig-9697000062
388  contig-6107000020
389  contig-7210000095
390  contig-2915000033
391  contig-1941000109
392  contig-3447000049
393  contig-1108000042
394  contig-2446000078
395  contig-8850000113
396  contig-5954000120
397  contig-8439000150
398  contig-3813000035
399 contig-12850000005
400  contig-9982000025
401  contig-1674000059
402   contig-161000120
403  contig-1915000054
404  contig-4319000020
405 contig-13035000142
406  contig-3706000083
407  contig-7388000099
408 contig-11453000031
409  contig-7522000031
410   contig-322000061
411  contig-7735000148
412 contig-10168000053
413  contig-1714000042
414  contig-5594000070
415  contig-8684000152
416 contig-10057000093
417  contig-5627000106
418  contig-2287000129
419  contig-4287000125
420    contig-60000129
421 contig-11079000024
422  contig-1213000095
423 contig-12807000137
424  contig-8480000097
425  contig-1627000045
426 contig-10545000058
427  contig-9283000047
428  contig-3461000030
429  contig-5901000098
430  contig-1446000014
431  contig-5815000143
432 contig-11640000088
433  contig-5217000125
434  contig-7725000147
435  contig-3248000110
436  contig-3722000106
437   contig-191000131
438  contig-9910000005
439  contig-9231000080
440  contig-9574000044
441  contig-6127000159
442  contig-9978000094
443 contig-10124000073
444  contig-5467000067
445  contig-6520000085
446  contig-1661000015
447  contig-8470000051
448  contig-1598000026
449 contig-12976000055
450  contig-2472000062
451  contig-7041000028
452  contig-1582000089
453 contig-11714000083
454  contig-3780000120
455  contig-2072000025
456  contig-7587000016
457  contig-8969000072
458  contig-5397000087
459 contig-10219000154
460 contig-11794000145
461  contig-1608000106
462  contig-6183000017
463 contig-12281000068
464  contig-9748000061
465  contig-7433000154
466 contig-11728000023
467  contig-8577000134
468  contig-2638000046
469   contig-995000134
470 contig-10402000084
471  contig-8761000082
472  contig-7291000089
473 contig-12476000135
474 contig-10248000106
475  contig-9225000074
476  contig-2967000036
477 contig-10668000107
478 contig-10637000052
479  contig-9625000139
480 contig-12629000060
481  contig-1632000157
482  contig-5230000018
483  contig-1221000122
484  contig-9362000043
485  contig-2804000049
486  contig-8408000158
487 contig-11058000152
488  contig-9795000091
489 contig-11093000119
490  contig-8245000048
491  contig-9699000050
492  contig-1518000074
493  contig-2839000046
494  contig-9033000139
495  contig-7408000056
496  contig-7013000081
497  contig-8026000018
498  contig-6305000133
499 contig-11307000139
500 contig-11404000013
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                goTerm
1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               GO:0005515, GO:0003677, GO:0005634, GO:0003682, GO:0042393, GO:0045892
2                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               GO:0005515, GO:0003677, GO:0005634, GO:0003682, GO:0042393, GO:0045892
3                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               GO:0005515, GO:0003677, GO:0005634, GO:0003682, GO:0042393, GO:0045892
4                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   GO:0005515, GO:0016567, GO:0003779, GO:0030054, GO:0005615, GO:0045202, GO:0014069, GO:0051015, GO:0030036, GO:0015629, GO:0007420, GO:0060090, GO:0032839, GO:0031208, GO:0043025
5                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           GO:0043065, GO:1901612, GO:0016020, GO:0005886, GO:0005856, GO:0005739, GO:0005515, GO:0031966, GO:0061158, GO:0001666, GO:0001786, GO:0070300, GO:1901981
6                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   NA
7                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   GO:0005515, GO:0005737, GO:0005576, GO:0016032, GO:0051607, GO:0002376, GO:0045087, GO:0007229, GO:0005634, GO:0042742, GO:0031625, GO:0031386, GO:0019941, GO:0005654, GO:0005829, GO:0045071, GO:0030501, GO:0005178, GO:0032609, GO:0031397, GO:0060337, GO:0019985, GO:0032020, GO:0032480, GO:0015935, GO:0009617, GO:0032613, GO:0032649, GO:0034340, GO:0045648, GO:0022627
8                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   GO:0005515, GO:0005737, GO:0005576, GO:0016032, GO:0051607, GO:0002376, GO:0045087, GO:0007229, GO:0005634, GO:0042742, GO:0031625, GO:0031386, GO:0019941, GO:0005654, GO:0005829, GO:0045071, GO:0030501, GO:0005178, GO:0032609, GO:0031397, GO:0060337, GO:0019985, GO:0032020, GO:0032480, GO:0015935, GO:0009617, GO:0032613, GO:0032649, GO:0034340, GO:0045648, GO:0022627
9                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           GO:0005515, GO:0005509, GO:0043236, GO:0007213, GO:0043113, GO:0007275, GO:0030154, GO:0045202, GO:0005886, GO:0016020, GO:0016021, GO:0007165, GO:0005829, GO:0005576, GO:0030054, GO:0007010, GO:0005604, GO:0005200, GO:0043547, GO:0045944, GO:0070062, GO:0062023, GO:0009887, GO:0009888, GO:0007528, GO:0005201, GO:0043202, GO:0002162, GO:0033691, GO:0035374, GO:0043395, GO:0001523, GO:0006024, GO:0006027, GO:0008582, GO:0030198, GO:0045162, GO:0045887, GO:0050808, GO:0051491, GO:0005796
10                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          GO:0005515, GO:0005509, GO:0043236, GO:0007213, GO:0043113, GO:0007275, GO:0030154, GO:0045202, GO:0005886, GO:0016020, GO:0016021, GO:0007165, GO:0005829, GO:0005576, GO:0030054, GO:0007010, GO:0005604, GO:0005200, GO:0043547, GO:0045944, GO:0070062, GO:0062023, GO:0009887, GO:0009888, GO:0007528, GO:0005201, GO:0043202, GO:0002162, GO:0033691, GO:0035374, GO:0043395, GO:0001523, GO:0006024, GO:0006027, GO:0008582, GO:0030198, GO:0045162, GO:0045887, GO:0050808, GO:0051491, GO:0005796
11                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          GO:0005515, GO:0005509, GO:0043236, GO:0007213, GO:0043113, GO:0007275, GO:0030154, GO:0045202, GO:0005886, GO:0016020, GO:0016021, GO:0007165, GO:0005829, GO:0005576, GO:0030054, GO:0007010, GO:0005604, GO:0005200, GO:0043547, GO:0045944, GO:0070062, GO:0062023, GO:0009887, GO:0009888, GO:0007528, GO:0005201, GO:0043202, GO:0002162, GO:0033691, GO:0035374, GO:0043395, GO:0001523, GO:0006024, GO:0006027, GO:0008582, GO:0030198, GO:0045162, GO:0045887, GO:0050808, GO:0051491, GO:0005796
12                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          GO:0005515, GO:0005509, GO:0043236, GO:0007213, GO:0043113, GO:0007275, GO:0030154, GO:0045202, GO:0005886, GO:0016020, GO:0016021, GO:0007165, GO:0005829, GO:0005576, GO:0030054, GO:0007010, GO:0005604, GO:0005200, GO:0043547, GO:0045944, GO:0070062, GO:0062023, GO:0009887, GO:0009888, GO:0007528, GO:0005201, GO:0043202, GO:0002162, GO:0033691, GO:0035374, GO:0043395, GO:0001523, GO:0006024, GO:0006027, GO:0008582, GO:0030198, GO:0045162, GO:0045887, GO:0050808, GO:0051491, GO:0005796
13                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          GO:0005515, GO:0005509, GO:0043236, GO:0007213, GO:0043113, GO:0007275, GO:0030154, GO:0045202, GO:0005886, GO:0016020, GO:0016021, GO:0007165, GO:0005829, GO:0005576, GO:0030054, GO:0007010, GO:0005604, GO:0005200, GO:0043547, GO:0045944, GO:0070062, GO:0062023, GO:0009887, GO:0009888, GO:0007528, GO:0005201, GO:0043202, GO:0002162, GO:0033691, GO:0035374, GO:0043395, GO:0001523, GO:0006024, GO:0006027, GO:0008582, GO:0030198, GO:0045162, GO:0045887, GO:0050808, GO:0051491, GO:0005796
14                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              GO:0016020, GO:0016021
15                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  NA
16                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          GO:1903231, GO:0035195, GO:0043536, GO:0043525, GO:1904646
